id	nombre_titular	apellido_titular	número_cuenta	tipo_cuenta	 saldo_actual 	fecha_ultimo_movimiento	fecha_apertura	sucursal	ciudad_sucursal	Numero días inactivo	Cliente	 Valor UVR FECHA 	 SALDO UVR 	Es reportable?	
527	Rowland	Brandts	91400606	ahorros	" 75,284 "	10/13/2022	5/8/2017	BROOKINGS	Ciyu	990.00	Inactivo	 318 	 237 	Si	
528	Cate	Vause	111904338	corriente	" 179,887 "	2/24/2023	1/17/2016	HENDERSON	Santiago dos Velhos	856.00	Inactivo	 332 	 543 	No	
529	Gennifer	Cathel	67012057	corriente	" 154,602 "	12/5/2024	2/23/2018	ROCKY MOUNT	Hüremt	206.00	Activo	 376 	 411 	No	
530	Cristina	Brugemann	101114992	ahorros	" 152,976 "	2/8/2023	8/1/2017	KANSAS CITY	Stockholm	872.00	Inactivo	 329 	 465 	No	
531	Sarena	Grene	65301197	ahorros	" 159,144 "	1/8/2023	6/16/2017	BELZONI	Tupiza	903.00	Inactivo	 325 	 490 	No	
532	Abdel	Jervoise	54001550	corriente	" 87,646 "	10/1/2021	12/9/2017	CHANTILLY	Los Angeles	1367.00	Inactivo	 286 	 306 	Si	
533	Vinnie	Matherson	81000702	ahorros	" 25,030 "	6/11/2024	2/19/2016	CLEVELAND	Xiangcheng	383.00	Inactivo	 372 	 67 	Si	
534	Tressa	Bodleigh	81518524	ahorros	" 194,395 "	7/20/2022	5/19/2016	CHARLESTON	Balingasag	1075.00	Inactivo	 311 	 626 	No	
535	Paula	Ambrosetti	63103407	corriente	" 184,407 "	5/18/2023	6/15/2018	LAKE WALES	Kuytun	773.00	Inactivo	 345 	 535 	No	
536	Doti	Lucchi	84205559	ahorros	" 164,094 "	4/29/2020	9/5/2016	BELZONI	Donggang	1887.00	Inactivo	 275 	 596 	No	
537	Adrea	Pike	107006101	ahorros	" 103,205 "	9/15/2023	8/26/2017	LAKEWOOD	Las Carreras	653.00	Inactivo	 352 	 293 	Si	
538	Sydney	Thew	121132682	ahorros	" 138,947 "	5/17/2021	11/21/2017	EL MONTE	Kasungu	1504.00	Inactivo	 280 	 496 	No	
539	Denny	Basham	111914289	corriente	" 204,341 "	3/27/2023	7/30/2016	BIRMINGHAM	Jingxiyuan	825.00	Inactivo	 338 	 605 	No	
540	Emmy	Teas	63114784	corriente	" 69,383 "	7/9/2021	6/24/2017	PITTSBURGH	Yangjiao	1451.00	Inactivo	 284 	 244 	Si	
541	Rozanna	Capelow	226071237	corriente	" 189,002 "	7/17/2024	5/20/2016	READING	Buliwao	347.00	Activo	 374 	 505 	No	
542	Andeee	Ybarra	211371191	corriente	" 161,857 "	5/2/2025	4/29/2016	READING	Velké Losiny	58.00	Activo	 388 	 417 	No	
543	Leesa	O'Donegan	311093120	ahorros	" 164,870 "	2/16/2025	12/8/2016	HENRICO	Bagumbayan	133.00	Activo	 379 	 435 	No	
544	Janot	Peyton	21200025	corriente	" 52,027 "	4/26/2022	8/25/2018	MINNEAPOLIS	Damiao	1160.00	Inactivo	 302 	 172 	Si	
545	Noah	Holleworth	55000110	corriente	" 186,067 "	6/1/2023	3/20/2018	AMHERST	Buenavista	759.00	Inactivo	 346 	 537 	No	
546	Zahara	Benkin	51000253	ahorros	" 80,023 "	5/29/2022	5/5/2018	MINNEAPOLIS	Xiaoqi	1127.00	Inactivo	 306 	 262 	Si	
547	Brett	Hollingshead	71922670	ahorros	" 18,700 "	3/18/2024	12/18/2018	ITASCA	Hualin	468.00	Inactivo	 364 	 51 	Si	
548	Tish	Abramchik	31100490	corriente	" 212,707 "	3/14/2023	1/5/2016	PITTSBURGH	Victoria	838.00	Inactivo	 335 	 634 	No	
549	Isac	Cowterd	231375290	corriente	" 207,140 "	7/8/2024	8/2/2017	HERMITAGE	Lumbayan	356.00	Activo	 374 	 555 	No	
550	Irwinn	Jeary	63113138	ahorros	" 151,113 "	4/22/2023	7/21/2017	MOULTRIE	Kh?jand	799.00	Inactivo	 342 	 442 	No	
551	Wylma	Rodrigues	101106560	ahorros	" 110,020 "	10/3/2022	8/5/2017	DIGHTON	Sidi Yahia el Gharb	1000.00	Inactivo	 317 	 348 	No	
552	Christopher	Iacovozzo	271971560	corriente	" 45,010 "	6/13/2024	7/2/2016	CLEVELAND	Helsingborg	381.00	Inactivo	 372 	 121 	Si	
553	Jaquelin	Paireman	71100010	ahorros	" 28,846 "	4/11/2020	11/18/2017	KANSAS CITY	Kafr D?n	1905.00	Inactivo	 274 	 105 	Si	
554	Hiram	Ourtic	83905892	ahorros	" 199,241 "	11/9/2021	6/6/2016	RUSSELL SPRINGS	Moulay Bouchta	1328.00	Inactivo	 288 	 693 	No	
555	Corella	Buesden	74000078	ahorros	" 132,537 "	6/16/2024	5/7/2016	COLUMBUS	Zhongtang	378.00	Inactivo	 372 	 356 	No	
556	Eugenio	Whear	104913048	corriente	" 99,030 "	3/3/2020	2/19/2018	DAVID CITY	Piggs Peak	1944.00	Inactivo	 272 	 364 	No	
557	Gerladina	Ramme	64108647	ahorros	" 45,962 "	11/15/2020	7/3/2017	PINE BLUFF	Lühua	1687.00	Inactivo	 275 	 167 	Si	
558	Susannah	Chipchase	103902717	ahorros	" 164,576 "	7/18/2020	1/2/2016	TULSA	Sovetskaya Gavan’	1807.00	Inactivo	 276 	 597 	No	
559	Arden	Chadwyck	104102257	corriente	" 137,764 "	8/14/2020	7/4/2018	RANDOLPH	Sukapura	1780.00	Inactivo	 275 	 502 	No	
560	Estell	Kemston	101100993	ahorros	" 89,755 "	3/17/2022	3/19/2017	ARKANSAS CITY	Sioux City	1200.00	Inactivo	 297 	 303 	Si	
561	Rinaldo	Poyle	122237544	corriente	" 213,426 "	3/25/2025	2/12/2018	ONTARIO	Lagoa	96.00	Activo	 384 	 556 	No	
562	Alexi	Stuchberry	82901826	corriente	" 179,565 "	4/9/2021	10/22/2016	LAFAYETTE	Yeniköy	1542.00	Inactivo	 278 	 645 	No	
563	Jodi	Higgonet	61020317	corriente	" 110,417 "	12/21/2020	11/8/2016	LAFAYETTE	Klang	1651.00	Inactivo	 275 	 401 	No	
564	Kliment	Jzak	73903312	ahorros	" 154,466 "	6/20/2020	3/11/2018	CHARLES CITY	Xiangfu	1835.00	Inactivo	 276 	 559 	No	
565	Ainslee	Wastie	53112246	ahorros	" 107,038 "	10/24/2023	6/10/2017	ELIZABETH CITY	Atlantis	614.00	Inactivo	 355 	 302 	Si	
566	Durward	Penhalewick	65404544	ahorros	" 134,207 "	5/23/2023	6/13/2016	COVINGTON	Choisy-le-Roi	768.00	Inactivo	 345 	 389 	No	
567	Francesca	Trahear	273970585	ahorros	" 111,637 "	6/2/2025	7/13/2016	SPRINGFIELD	Irará	27.00	Activo	 390 	 286 	No	
568	Quintin	Kale	91806381	corriente	" 191,062 "	11/30/2021	2/10/2016	OSSEO	Kagoro	1307.00	Inactivo	 288 	 664 	No	
569	Nanette	Benian	84101323	corriente	" 106,596 "	9/13/2024	5/2/2018	LAFAYETTE	Ipoh	289.00	Activo	 376 	 284 	No	
570	Carol-jean	McDunlevy	111307430	ahorros	" 190,376 "	3/23/2024	6/27/2016	BAIRD	Xindong	463.00	Inactivo	 365 	 522 	No	
571	Calla	Molnar	21031207	ahorros	" 194,335 "	7/27/2024	12/16/2016	TAMPA	Krajan Kerjo	337.00	Activo	 374 	 519 	No	
572	Winfred	Gladden	251473758	corriente	" 47,397 "	12/4/2021	6/3/2018	CROSS LANES	Cigembong	1303.00	Inactivo	 288 	 165 	Si	
573	Evvy	Penn	72413858	corriente	" 111,615 "	8/7/2021	6/23/2016	MIDLAND	Kampene	1422.00	Inactivo	 285 	 392 	No	
574	Doe	Elder	26007906	corriente	" 202,227 "	10/16/2020	7/2/2017	NEW YORK	Qianzhou	1717.00	Inactivo	 275 	 736 	No	
575	Kathlin	Sheaf	61102701	corriente	" 75,870 "	6/9/2024	6/2/2018	BLAIRSVILLE	Petro-Slavyanka	385.00	Inactivo	 372 	 204 	Si	
576	Rafaello	Trineman	103000619	ahorros	" 109,600 "	12/17/2024	2/6/2018	KANSAS CITY	Alor Setar	194.00	Activo	 376 	 291 	No	
577	Lotta	Raddan	62103136	ahorros	" 89,144 "	9/2/2021	6/20/2018	BIRMINGHAM	Tbilisskaya	1396.00	Inactivo	 285 	 313 	Si	
578	Horacio	Artz	111912197	ahorros	" 196,020 "	8/16/2020	10/20/2016	CORSICANA	Yangjingziwan	1778.00	Inactivo	 275 	 714 	No	
579	Alia	Copo	111104947	corriente	" 78,327 "	5/31/2023	2/22/2017	RICHMOND	Djibo	760.00	Inactivo	 346 	 226 	Si	
580	Berty	Antonias	211174233	ahorros	" 31,173 "	5/5/2023	5/19/2017	LEWISTON	Beidao	786.00	Inactivo	 344 	 91 	Si	
581	Adora	Valentinetti	111101157	corriente	" 174,450 "	5/29/2022	4/26/2018	RICHMOND	Jorong Lauk	1127.00	Inactivo	 306 	 570 	No	
582	Phil	Trye	111311785	corriente	" 144,407 "	11/4/2021	7/19/2018	MERTZON	Busungbiu	1333.00	Inactivo	 287 	 502 	No	
583	Rosabelle	Seery	122242018	corriente	" 46,961 "	9/28/2020	2/21/2017	EL MONTE	Levallois-Perret	1735.00	Inactivo	 275 	 171 	Si	
584	Birgitta	De Giorgio	125108858	corriente	" 52,216 "	4/11/2021	9/4/2018	SPOKANE	Omaha	1540.00	Inactivo	 279 	 187 	Si	
585	Zilvia	Duns	84006729	corriente	" 118,764 "	11/13/2021	1/25/2016	JACKSON	Tumaco	1324.00	Inactivo	 288 	 413 	No	
586	Caressa	Margery	254075454	corriente	" 86,296 "	12/26/2020	11/25/2018	ALEXANDRIA	Tonggu	1646.00	Inactivo	 275 	 314 	Si	
587	Cathyleen	Emmerson	111901580	ahorros	" 32,986 "	6/3/2023	1/9/2018	BROWNWOOD	?miya	757.00	Inactivo	 346 	 95 	Si	
588	Stefan	McCourt	53010445	corriente	" 38,341 "	11/24/2023	7/20/2018	RALEIGH	Pulau Pinang	583.00	Inactivo	 356 	 108 	Si	
589	Garrek	Robley	91301815	ahorros	" 98,914 "	7/23/2022	11/27/2017	MOTT	Bitobe	1072.00	Inactivo	 311 	 318 	Si	
590	Deane	Staggs	63015537	ahorros	" 31,914 "	6/8/2022	5/31/2017	ATLANTA	Kolsh	1117.00	Inactivo	 307 	 104 	Si	
591	Leonore	Arpino	53112437	corriente	" 118,200 "	12/15/2024	3/26/2018	MARTINSVILLE	Kompóti	196.00	Activo	 376 	 314 	No	
592	Kevyn	Elloway	91300719	corriente	" 92,150 "	11/18/2021	2/17/2017	FARGO	Holice	1319.00	Inactivo	 288 	 320 	Si	
593	Derward	Sandeman	21404465	ahorros	" 132,427 "	9/25/2020	9/23/2018	RICHMOND	Stráž nad Nisou	1738.00	Inactivo	 275 	 482 	No	
594	Lonna	Mandrey	122242704	ahorros	" 47,118 "	2/11/2023	12/29/2017	MORRIS PLAINS	Zmiennica	869.00	Inactivo	 329 	 143 	Si	
595	Morrie	Mostin	62205937	corriente	" 127,701 "	8/29/2020	5/14/2016	TUPELO	Zub?bah	1765.00	Inactivo	 275 	 465 	No	
596	Zed	Sessions	91501767	ahorros	" 75,247 "	11/9/2020	3/23/2018	NAPERVILLE	Al ??m?l	1693.00	Inactivo	 275 	 273 	Si	
597	Edin	Huglin	71922227	ahorros	" 119,488 "	12/12/2020	10/19/2018	NAPERVILLE	Milanówek	1660.00	Inactivo	 275 	 434 	No	
598	Thurstan	Kubas	75906061	ahorros	" 181,535 "	8/14/2021	8/19/2018	NAPERVILLE	Kissónerga	1415.00	Inactivo	 285 	 638 	No	
599	Matthus	Tanton	63106006	corriente	" 58,408 "	12/23/2021	12/22/2017	RICHMOND	Pontes	1284.00	Inactivo	 288 	 203 	Si	
600	Donovan	Sewell	72410013	corriente	" 55,789 "	12/11/2022	7/21/2016	MIDLAND	Dongfu	931.00	Inactivo	 323 	 173 	Si	
601	Nettle	Grishelyov	22309239	ahorros	" 174,500 "	5/2/2022	8/10/2016	ENGLEWOOD CLIFFS	Zhujiatai	1154.00	Inactivo	 303 	 576 	No	
602	Brock	Heinl	84304243	ahorros	" 52,532 "	12/17/2022	3/10/2017	PINE BLUFF	Yanzhou	925.00	Inactivo	 323 	 163 	Si	
603	Emogene	Casoni	125103882	ahorros	" 179,596 "	5/18/2020	10/16/2017	WINTHROP	Tarbes	1868.00	Inactivo	 276 	 650 	No	
604	Karalynn	Adnett	91400525	ahorros	" 213,404 "	8/9/2023	7/14/2016	PIERRE	Tranås	690.00	Inactivo	 350 	 610 	No	
605	Odelia	Philp	42204932	corriente	" 65,883 "	4/14/2023	3/31/2016	MARIETTA	Täby	807.00	Inactivo	 341 	 193 	Si	
606	Rad	Kestell	72413654	corriente	" 122,772 "	1/16/2024	3/2/2016	MIDLAND	Enköping	530.00	Inactivo	 359 	 342 	No	
607	Betsey	Brehault	322280485	corriente	" 208,632 "	9/2/2024	2/7/2018	BREA	Mafang	300.00	Activo	 376 	 556 	No	
608	Neddie	Hulke	322270356	ahorros	" 33,425 "	10/9/2022	1/4/2018	ST PAUL	Cibogo	994.00	Inactivo	 317 	 105 	Si	
609	Bev	Cromley	275071408	ahorros	" 137,126 "	9/2/2024	3/15/2016	CLEVELAND	Santiago do Cacém	300.00	Activo	 376 	 365 	No	
610	Ilse	Gimber	64103833	corriente	" 183,003 "	3/9/2020	12/23/2016	CINCINNATI	Cherkasskoye	1938.00	Inactivo	 272 	 672 	No	
611	Elyn	Dun	86518723	corriente	" 124,768 "	6/2/2022	2/7/2016	PINE BLUFF	Vale Boeiro	1123.00	Inactivo	 306 	 407 	No	
612	Heath	Dunican	123006389	corriente	" 12,593 "	3/26/2021	4/1/2016	BUFFALO	Lanigan	1556.00	Inactivo	 278 	 45 	Si	
613	Rob	Arch	284272780	ahorros	" 193,798 "	6/14/2020	12/9/2017	TUPELO	Malabor	1841.00	Inactivo	 277 	 701 	No	
614	Maurise	Brigman	75908218	corriente	" 111,070 "	11/6/2024	5/8/2016	NAPERVILLE	Bireun	235.00	Activo	 376 	 295 	No	
615	Trenna	Malzard	55002480	corriente	" 107,735 "	11/5/2021	11/2/2016	HERMITAGE	Sarkand	1332.00	Inactivo	 287 	 375 	No	
616	Charlton	McCart	111312739	ahorros	" 197,651 "	1/30/2025	10/11/2018	BAIRD	El Puerto	150.00	Activo	 378 	 523 	No	
617	Magnum	Webborn	71006282	ahorros	" 124,264 "	1/12/2025	1/30/2016	LOS ANGELES	Árgos	168.00	Activo	 377 	 329 	No	
618	Ardath	Toffler	111921230	corriente	" 120,449 "	5/23/2020	6/17/2017	CLEBURNE	Ghormach	1863.00	Inactivo	 276 	 436 	No	
619	Jeremiah	Lind	325070760	ahorros	" 111,448 "	1/16/2023	5/25/2017	TAMPA	Jiulong	895.00	Inactivo	 326 	 342 	No	
620	Oberon	Catterell	211174136	corriente	" 195,066 "	9/2/2021	5/9/2016	NEW BRITAIN	Remscheid	1396.00	Inactivo	 285 	 684 	No	
621	Helen-elizabeth	Manby	122242034	ahorros	" 131,129 "	1/18/2023	4/8/2018	SAN DIEGO	El Aguilar	893.00	Inactivo	 326 	 402 	No	
622	Corrie	Zavattieri	81511754	corriente	" 179,660 "	5/26/2020	5/23/2018	MONETT	Leudelange	1860.00	Inactivo	 276 	 650 	No	
623	Tiffy	Arkcoll	11303110	ahorros	" 67,177 "	6/14/2020	10/15/2017	LYNN	Bei’an	1841.00	Inactivo	 277 	 243 	Si	
624	Mackenzie	Czaja	124300806	corriente	" 156,951 "	3/26/2025	1/5/2016	EVANSTON	Lukashin	95.00	Activo	 384 	 409 	No	
625	Willie	Brailsford	31302638	ahorros	" 159,292 "	12/24/2023	4/15/2017	HERMITAGE	Sindangsari	553.00	Inactivo	 357 	 446 	No	
626	Alia	Martlew	91904267	ahorros	" 106,925 "	4/21/2020	3/13/2017	LE CENTER	Delft	1895.00	Inactivo	 275 	 389 	No	
627	Bernadine	Krolik	64102397	ahorros	" 33,453 "	6/22/2021	11/8/2017	BIRMINGHAM	Huillapima	1468.00	Inactivo	 283 	 118 	Si	
628	Alfie	Goodrich	111924787	corriente	" 27,954 "	10/22/2020	7/13/2017	WICHITA FALLS	Kowale	1711.00	Inactivo	 275 	 102 	Si	
629	Susanne	Thomen	51400361	corriente	" 176,185 "	10/26/2024	5/27/2018	RICHMOND	Bridgetown	246.00	Activo	 376 	 468 	No	
630	Sadie	Pollack	111924392	ahorros	" 171,642 "	4/14/2020	11/24/2018	FRISCO	Saurimo	1902.00	Inactivo	 274 	 625 	No	
631	Lyn	Lilian	83901650	corriente	" 62,125 "	3/29/2022	7/1/2016	FRANKFORT	Horní B?íza	1188.00	Inactivo	 298 	 208 	Si	
632	Kerianne	Vanini	114902683	ahorros	" 205,766 "	9/5/2023	1/2/2018	SAN DIEGO	Fuerte	663.00	Inactivo	 351 	 586 	No	
633	Irita	Jenkyn	122105728	ahorros	" 198,155 "	3/11/2021	6/26/2016	OKLAHOMA CITY	Chernogorsk	1571.00	Inactivo	 277 	 716 	No	
634	Elora	Milkin	107003418	ahorros	" 191,146 "	10/28/2022	8/23/2016	BRUSH	Sendai	975.00	Inactivo	 319 	 599 	No	
635	Bianca	Crimin	221371246	corriente	" 196,874 "	4/16/2023	8/1/2017	RICHMOND	Laidian	805.00	Inactivo	 341 	 577 	No	
636	Nikkie	Gregr	113122655	ahorros	" 22,119 "	7/7/2021	4/18/2017	SUGAR LAND	Nginjen	1453.00	Inactivo	 284 	 78 	Si	
637	Yolande	Ateggart	43305092	corriente	" 88,810 "	8/10/2022	9/9/2017	LATROBE	Naran-mandokhu Somon	1054.00	Inactivo	 312 	 285 	Si	
638	Ardith	Foat	101102496	ahorros	" 69,844 "	3/22/2024	7/18/2017	ELLSWORTH	Danao	464.00	Inactivo	 364 	 192 	Si	
639	Jed	Heakins	84302122	ahorros	" 111,017 "	10/8/2023	1/14/2017	JACKSON	Kansas City	630.00	Inactivo	 354 	 314 	Si	
640	Terrell	Sansun	91204763	corriente	" 65,266 "	4/27/2023	2/18/2018	HENNING	Maloco	794.00	Inactivo	 343 	 191 	Si	
641	Ofella	Hedworth	267091250	corriente	" 213,551 "	6/23/2024	6/10/2018	LAFAYETTE	Pulau Pinang	371.00	Inactivo	 373 	 573 	No	
642	Chrotoem	Gullick	123200088	corriente	" 114,642 "	5/23/2024	4/2/2017	LAKEWOOD	Ngeru	402.00	Inactivo	 371 	 309 	Si	
643	Oliver	Pidgen	221471094	corriente	" 194,671 "	9/6/2020	12/4/2016	HICKSVILLE	Chaka	1757.00	Inactivo	 275 	 709 	No	
644	Westbrook	Leek	61204654	corriente	" 149,463 "	5/30/2024	4/20/2016	CHAS	Sel’tso	395.00	Inactivo	 371 	 403 	No	
645	Susette	Stobart	92905168	ahorros	" 19,249 "	5/20/2023	1/14/2017	MINNEAPOLIS	Colombes	771.00	Inactivo	 345 	 56 	Si	
646	Annamaria	Surgener	114904979	ahorros	" 198,153 "	12/13/2022	6/23/2016	SUGARLAND	Shcherbinka	929.00	Inactivo	 323 	 614 	No	
647	Edin	Arendsen	122241941	corriente	" 53,734 "	6/12/2022	3/8/2016	SAN DIEGO	Chropyn?	1113.00	Inactivo	 308 	 175 	Si	
648	Nevsa	Grogono	122242924	corriente	" 79,849 "	4/23/2022	9/13/2016	CARLSBAD	Stan-Bekhtemir	1163.00	Inactivo	 302 	 264 	Si	
649	Sorcha	Seif	111316887	corriente	" 205,094 "	12/6/2024	1/2/2017	LUBBOCK	Rueil-Malmaison	205.00	Activo	 376 	 545 	No	
650	Rosmunda	Milmoe	111906161	ahorros	" 216,138 "	3/17/2023	11/15/2017	GRANBURY	Baltimore	835.00	Inactivo	 336 	 643 	No	
651	Miranda	Wedon	31313261	ahorros	" 54,302 "	9/14/2022	3/6/2017	HERMITAGE	Pitogo	1019.00	Inactivo	 315 	 173 	Si	
652	Lira	Blackman	101101659	corriente	" 185,280 "	12/1/2024	10/22/2018	PRATT	Paraguaçu Paulista	210.00	Activo	 376 	 492 	No	
653	Shannen	Upsale	21300640	ahorros	" 51,161 "	10/19/2022	7/30/2016	BUFFALO	Albany	984.00	Inactivo	 318 	 161 	Si	
654	Gianina	Orth	101000019	corriente	" 188,051 "	1/9/2025	8/3/2016	KANSAS CITY	Al Q???yah	171.00	Activo	 377 	 499 	No	
655	Sax	Melvin	103100467	ahorros	" 41,470 "	10/25/2023	7/28/2017	CHICKASHA	Terneuzen	613.00	Inactivo	 355 	 117 	Si	
656	Verena	Riordan	44115443	ahorros	" 103,255 "	4/16/2022	8/20/2018	TAMPA	El Potrero	1170.00	Inactivo	 301 	 343 	No	
657	Isador	Greenshiels	81205112	corriente	" 138,799 "	10/19/2023	4/19/2018	VANDALIA	Ilopango	619.00	Inactivo	 354 	 392 	No	
658	Otis	Dutt	121136785	ahorros	" 52,103 "	8/13/2023	4/8/2017	PORTLAND	Asahikawa	686.00	Inactivo	 350 	 149 	Si	
659	Bendix	Blastock	42100175	corriente	" 178,193 "	2/21/2022	9/5/2017	ST. PAUL	Sandakan	1224.00	Inactivo	 292 	 609 	No	
660	Wolfy	Roxbrough	71923190	ahorros	" 61,760 "	4/22/2020	6/21/2018	CINCINNATI	Pagelaran	1894.00	Inactivo	 275 	 225 	Si	
661	Gilli	Poyser	125107765	ahorros	" 210,630 "	11/20/2024	8/4/2016	SPOKANE	Verkhnyaya Tura	221.00	Activo	 377 	 559 	No	
662	Angeli	Heinle	11101613	corriente	" 25,648 "	6/3/2020	8/16/2018	NEW BRITAIN	Reims	1852.00	Inactivo	 276 	 93 	Si	
663	Bamby	Monro	21409567	ahorros	" 97,195 "	7/19/2020	2/24/2018	RICHMOND	Huurch	1806.00	Inactivo	 276 	 353 	No	
664	Nanon	Tite	111914302	corriente	" 93,063 "	10/19/2021	9/25/2017	GILMER	Sabana Grande	1349.00	Inactivo	 287 	 324 	No	
665	Tobye	Hodgin	121137506	corriente	" 66,920 "	6/12/2020	4/11/2018	HAZELWOOD	Novaya Chigla	1843.00	Inactivo	 276 	 242 	Si	
666	Franklin	Tincey	111901467	ahorros	" 95,512 "	7/25/2020	11/12/2016	GAINESVILLE	Mionica	1800.00	Inactivo	 275 	 347 	No	
667	Jud	Novello	51402961	corriente	" 66,554 "	10/12/2021	8/9/2016	MINNEAPOLIS	Donglai	1356.00	Inactivo	 287 	 232 	Si	
668	Loralie	Van't Hoff	26014041	ahorros	" 148,929 "	11/16/2024	5/23/2017	WAYNE	Banjar Bau Kawan	225.00	Activo	 377 	 395 	No	
669	Nonna	Borkin	86506955	ahorros	" 212,994 "	12/4/2023	11/12/2016	PINE BLUFF	Enschede	573.00	Inactivo	 357 	 597 	No	
670	Ronica	Renshell	72412972	corriente	" 85,471 "	7/17/2022	9/1/2017	BELDING	Dadong’ao	1078.00	Inactivo	 311 	 275 	Si	
671	Emlyn	Hairsine	11402008	ahorros	" 107,324 "	3/23/2020	4/30/2016	ALBANY	Bagani	1924.00	Inactivo	 273 	 393 	No	
672	Augustin	Lait	91406972	corriente	" 136,752 "	1/16/2023	3/7/2018	AVON	Vitry-sur-Seine	895.00	Inactivo	 326 	 420 	No	
673	Krista	Laundon	71118798	ahorros	" 166,166 "	4/5/2021	2/23/2018	ORANGEVILLE	Offa	1546.00	Inactivo	 278 	 597 	No	
674	Ezmeralda	Yeoland	86518723	ahorros	" 73,742 "	11/3/2021	4/5/2017	PINE BLUFF	Umuarama	1334.00	Inactivo	 287 	 257 	Si	
675	Cass	Olufsen	82000109	ahorros	" 12,416 "	5/15/2025	3/23/2018	BIRMINGHAM	Mnogoudobnoye	45.00	Activo	 389 	 32 	No	
676	Marya	Beardshaw	111916326	ahorros	" 69,885 "	7/21/2021	6/7/2016	MCKINNEY	Unquillo	1439.00	Inactivo	 285 	 245 	Si	
677	Marnia	Grocott	26004970	ahorros	" 206,995 "	8/24/2020	9/2/2018	EL MONTE	Mendenrejo	1770.00	Inactivo	 275 	 754 	No	
678	Sancho	Adlington	72404142	corriente	" 157,977 "	6/11/2022	10/23/2016	MIDLAND	Qingyang	1114.00	Inactivo	 307 	 514 	No	
679	Valera	Oloshin	111103317	ahorros	" 184,572 "	1/2/2021	12/9/2018	RICHMOND	Paprotnia	1639.00	Inactivo	 275 	 671 	No	
680	Laurie	Fusco	211174369	corriente	" 20,233 "	5/24/2025	7/16/2017	ALBANY	Ti-n-Essako	36.00	Activo	 390 	 52 	No	
681	Kath	Candy	53107963	corriente	" 57,972 "	11/7/2023	5/10/2018	MINNEAPOLIS	Kenamoen	600.00	Inactivo	 356 	 163 	Si	
682	Danielle	Nassau	111915770	corriente	" 89,181 "	8/28/2023	7/14/2017	DUBLIN	Manta	671.00	Inactivo	 351 	 254 	Si	
683	Rosabelle	Rangall	43317679	ahorros	" 151,169 "	5/8/2024	1/19/2018	HERMITAGE	Dziemiany	417.00	Inactivo	 370 	 409 	No	
684	Arel	Oty	86518723	corriente	" 179,991 "	9/3/2020	8/26/2018	PINE BLUFF	San Marcos	1760.00	Inactivo	 275 	 655 	No	
685	Nikolai	Aspinwall	221371822	corriente	" 40,342 "	9/19/2023	9/2/2016	BUFFALO	Svetogorsk	649.00	Inactivo	 352 	 115 	Si	
686	Tomasine	Durbyn	43300712	ahorros	" 18,435 "	1/15/2022	8/9/2017	HERMITAGE	Shadui	1261.00	Inactivo	 289 	 64 	Si	
687	Alaine	Boissieux	55001766	corriente	" 88,981 "	5/23/2023	2/9/2016	PITTSBURGH	Letuyi	768.00	Inactivo	 345 	 258 	Si	
688	Crysta	Polk	72406768	corriente	" 153,528 "	1/29/2025	7/10/2018	MIDLAND	Mopti	151.00	Activo	 378 	 406 	No	
689	Audry	Teodori	86518723	corriente	" 152,660 "	12/12/2020	2/5/2016	PINE BLUFF	Sigayevo	1660.00	Inactivo	 275 	 555 	No	
690	Mei	Pimerick	242272188	corriente	" 117,760 "	8/17/2023	5/23/2017	CINCINNATI	Th? Tr?n Yên Th?nh	682.00	Inactivo	 350 	 336 	No	
691	Elisabet	Benns	123203218	ahorros	" 60,532 "	3/15/2021	8/8/2017	LAKEWOOD	Bergen	1567.00	Inactivo	 277 	 218 	Si	
692	Lesley	Ridgers	86500634	corriente	" 51,181 "	8/14/2024	8/27/2018	JEFFERSON	Kuantan	319.00	Activo	 375 	 136 	No	
693	Mort	Bexley	102103630	corriente	" 19,682 "	5/12/2020	11/22/2016	HUGO	Klenovyy	1874.00	Inactivo	 276 	 71 	Si	
694	Alic	Wooffitt	65200515	ahorros	" 140,717 "	8/20/2024	11/4/2017	CROWLEY	Maykor	313.00	Activo	 375 	 375 	No	
695	Geri	Ciccetti	64208437	ahorros	" 39,765 "	7/5/2020	2/23/2018	MEMPHIS	Paris La Défense	1820.00	Inactivo	 276 	 144 	Si	
696	Urban	Ainsworth	21200339	corriente	" 48,038 "	6/19/2024	3/14/2017	HENRICO	Datong	375.00	Inactivo	 373 	 129 	Si	
697	Ebenezer	Dunster	72401064	corriente	" 128,228 "	5/11/2023	3/18/2017	DETROIT	Szczecin	780.00	Inactivo	 344 	 372 	No	
698	Lisle	Craigmile	107004695	ahorros	" 27,174 "	1/21/2020	4/19/2017	LAKEWOOD	Rawa Mazowiecka	1986.00	Inactivo	 271 	 100 	Si	
699	Free	Stalf	51405670	ahorros	" 31,647 "	2/8/2021	9/13/2016	SUFFOLK	Businovo	1602.00	Inactivo	 276 	 115 	Si	
700	Tobe	Behne	44015747	ahorros	" 200,432 "	1/31/2023	11/26/2018	DALEVILLE	Neglasari	880.00	Inactivo	 328 	 612 	No	
701	Dana	Evert	65303069	ahorros	" 175,165 "	1/3/2025	2/26/2018	BELZONI	Azilal	177.00	Activo	 377 	 465 	No	
